student_id,vehicle_type,entry_time,exit_time,day_of_week,duration_minutes,usual_zone,is_exam_week,parking_behavior
SV1556,Motorbike,2023-12-26 07:36:00,2023-12-26 13:21:13,Tuesday,345,Zone_A,1,Full_Day
SV0118,Motorbike,2023-09-18 06:07:00,2023-09-18 12:24:49,Monday,377,Zone_A,0,Full_Day
SV1734,Motorbike,2023-11-25 06:25:00,2023-11-25 23:17:59,Saturday,1012,Zone_B,0,Overnight
SV1296,Motorbike,2023-12-24 12:17:00,2023-12-24 20:42:14,Sunday,505,Zone_B,1,Full_Day
SV0803,Motorbike,2023-11-20 05:48:00,2023-11-20 07:47:14,Monday,119,Zone_A,0,Early_Return
SV0760,Motorbike,2023-09-30 06:41:00,2023-09-30 13:19:01,Saturday,398,Zone_B,0,Full_Day
SV0306,Motorbike,2023-12-21 07:11:00,2023-12-21 10:28:37,Thursday,197,Zone_A,1,Early_Return
SV0696,Motorbike,2023-09-22 06:37:00,2023-09-22 14:57:26,Friday,500,Zone_A,0,Full_Day
SV1679,Motorbike,2023-10-16 12:30:00,2023-10-17 02:21:27,Monday,831,Zone_C,0,Overnight
SV0455,Motorbike,2023-12-21 12:27:00,2023-12-21 14:48:26,Thursday,141,Zone_C,1,Early_Return
SV1473,Motorbike,2023-11-17 06:19:00,2023-11-17 09:19:47,Friday,180,Zone_B,0,Early_Return
SV0272,Motorbike,2023-10-26 06:14:00,2023-10-26 13:22:05,Thursday,428,Zone_C,0,Full_Day
SV1559,Motorbike,2023-11-09 13:50:00,2023-11-09 17:19:47,Thursday,209,Zone_B,0,Early_Return
SV0422,Motorbike,2023-11-20 07:33:00,2023-11-20 11:47:17,Monday,254,Zone_A,0,Full_Day
SV1581,Motorbike,2023-12-05 07:03:00,2023-12-05 15:07:25,Tuesday,484,Zone_D,0,Full_Day
SV1576,Motorbike,2023-10-11 07:17:00,2023-10-11 14:56:59,Wednesday,459,Zone_A,0,Full_Day
SV1081,Motorbike,2023-09-30 06:53:00,2023-09-30 09:10:12,Saturday,137,Zone_A,0,Early_Return
SV1463,Motorbike,2023-11-30 06:35:00,2023-11-30 22:03:46,Thursday,928,Zone_B,0,Overnight
SV1361,Motorbike,2023-10-24 12:16:00,2023-10-24 17:53:42,Tuesday,337,Zone_A,0,Full_Day
SV0077,Motorbike,2023-09-21 12:33:00,2023-09-21 19:06:25,Thursday,393,Zone_A,0,Full_Day
SV1385,Motorbike,2023-11-02 12:07:00,2023-11-02 16:54:18,Thursday,287,Zone_D,0,Full_Day
SV1175,Car,2023-11-15 07:19:00,2023-11-15 12:52:13,Wednesday,333,Zone_C,0,Full_Day
SV1403,Motorbike,2023-09-23 06:55:00,2023-09-23 12:53:31,Saturday,358,Zone_B,0,Full_Day
SV1780,Motorbike,2023-11-07 06:58:00,2023-11-07 12:11:07,Tuesday,313,Zone_B,0,Full_Day
SV1487,Motorbike,2023-11-20 13:16:00,2023-11-20 18:08:35,Monday,292,Zone_B,0,Full_Day
SV1401,Motorbike,2023-12-04 12:24:00,2023-12-04 13:35:58,Monday,71,Zone_A,0,Early_Return
SV1129,Motorbike,2023-11-04 12:47:00,2023-11-04 19:11:22,Saturday,384,Zone_A,0,Full_Day
SV1004,Motorbike,2023-09-30 12:55:00,2023-09-30 21:33:07,Saturday,518,Zone_A,0,Full_Day
SV1441,Motorbike,2023-11-14 07:42:00,2023-11-14 15:30:45,Tuesday,468,Zone_C,0,Full_Day
SV1190,Motorbike,2023-12-07 06:15:00,2023-12-07 12:08:11,Thursday,353,Zone_D,0,Full_Day
SV1133,Motorbike,2023-10-25 07:16:00,2023-10-25 12:16:11,Wednesday,300,Zone_B,0,Full_Day
SV0855,Motorbike,2023-12-16 06:41:00,2023-12-16 19:35:18,Saturday,774,Zone_B,1,Overnight
SV0490,Motorbike,2023-09-09 12:26:00,2023-09-09 14:21:54,Saturday,115,Zone_B,0,Early_Return
SV1453,Motorbike,2023-12-10 13:07:00,2023-12-10 17:52:18,Sunday,285,Zone_B,0,Full_Day
SV0934,Motorbike,2023-12-19 07:37:00,2023-12-19 23:29:39,Tuesday,952,Zone_B,1,Overnight
SV0117,Motorbike,2023-12-07 06:38:00,2023-12-07 14:11:07,Thursday,453,Zone_D,0,Full_Day
SV0295,Motorbike,2023-11-22 11:53:00,2023-11-22 17:49:31,Wednesday,356,Zone_A,0,Full_Day
SV0619,Motorbike,2023-12-19 06:36:00,2023-12-19 12:24:50,Tuesday,348,Zone_C,1,Full_Day
SV1852,Motorbike,2023-12-09 06:32:00,2023-12-09 11:15:01,Saturday,283,Zone_A,0,Full_Day
SV0937,Motorbike,2023-11-20 12:32:00,2023-11-20 20:40:25,Monday,488,Zone_C,0,Full_Day
SV1965,Motorbike,2023-12-21 12:35:00,2023-12-21 19:59:32,Thursday,444,Zone_D,1,Full_Day
SV0741,Motorbike,2023-12-14 07:05:00,2023-12-14 12:44:37,Thursday,339,Zone_B,1,Full_Day
SV1998,Motorbike,2023-09-16 06:50:00,2023-09-16 13:23:17,Saturday,393,Zone_B,0,Full_Day
SV0848,Motorbike,2023-09-15 06:52:00,2023-09-15 13:49:25,Friday,417,Zone_B,0,Full_Day
SV0511,Motorbike,2023-10-11 07:51:00,2023-10-11 20:17:48,Wednesday,746,Zone_D,0,Overnight
SV1388,Motorbike,2023-11-13 13:12:00,2023-11-14 08:48:04,Monday,1176,Zone_C,0,Overnight
SV1960,Car,2023-11-20 07:04:00,2023-11-21 03:32:29,Monday,1228,Zone_B,0,Overnight
SV0993,Motorbike,2023-10-01 07:02:00,2023-10-01 13:15:49,Sunday,373,Zone_A,0,Full_Day
SV0674,Motorbike,2023-11-02 06:42:00,2023-11-02 11:46:06,Thursday,304,Zone_B,0,Full_Day
SV0368,Motorbike,2023-11-18 13:12:00,2023-11-18 19:48:18,Saturday,396,Zone_A,0,Full_Day
SV0570,Motorbike,2023-12-06 07:41:00,2023-12-06 15:24:08,Wednesday,463,Zone_B,0,Full_Day
SV1477,Motorbike,2023-11-26 07:00:00,2023-11-26 08:38:05,Sunday,98,Zone_B,0,Early_Return
SV1612,Motorbike,2023-10-01 13:15:00,2023-10-02 02:04:31,Sunday,769,Zone_D,0,Overnight
SV1564,Motorbike,2023-11-11 07:37:00,2023-11-11 09:19:29,Saturday,102,Zone_A,0,Early_Return
SV0301,Motorbike,2023-12-02 12:58:00,2023-12-02 17:57:53,Saturday,299,Zone_B,0,Full_Day
SV1618,Motorbike,2023-09-05 12:50:00,2023-09-06 10:42:15,Tuesday,1312,Zone_A,0,Overnight
SV1655,Motorbike,2023-11-20 06:54:00,2023-11-20 14:52:38,Monday,478,Zone_A,0,Full_Day
SV0292,Motorbike,2023-12-28 06:57:00,2023-12-28 13:12:59,Thursday,375,Zone_A,1,Full_Day
SV1493,Motorbike,2023-10-07 12:41:00,2023-10-07 19:04:45,Saturday,383,Zone_A,0,Full_Day
SV0624,Motorbike,2023-11-17 06:49:00,2023-11-17 12:33:42,Friday,344,Zone_A,0,Full_Day
SV1621,Motorbike,2023-09-12 12:07:00,2023-09-12 17:07:37,Tuesday,300,Zone_D,0,Full_Day
SV0030,Motorbike,2023-09-15 12:41:00,2023-09-15 19:59:32,Friday,438,Zone_B,0,Full_Day
SV0024,Motorbike,2023-10-14 11:49:00,2023-10-14 14:49:17,Saturday,180,Zone_D,0,Early_Return
SV0571,Motorbike,2023-11-12 06:52:00,2023-11-12 10:07:32,Sunday,195,Zone_B,0,Early_Return
SV0010,Motorbike,2023-10-28 07:35:00,2023-10-28 09:24:38,Saturday,109,Zone_A,0,Early_Return
SV1007,Motorbike,2023-11-10 12:59:00,2023-11-11 17:58:12,Friday,1739,Zone_A,0,Long_Term
SV0352,Motorbike,2023-10-26 12:11:00,2023-10-26 14:35:17,Thursday,144,Zone_B,0,Early_Return
SV0673,Motorbike,2023-10-09 06:40:00,2023-10-09 13:59:08,Monday,439,Zone_C,0,Full_Day
SV0266,Motorbike,2023-10-27 08:09:00,2023-10-27 15:30:14,Friday,441,Zone_C,0,Full_Day
SV0119,Motorbike,2023-11-25 12:51:00,2023-11-25 20:38:08,Saturday,467,Zone_A,0,Full_Day
SV0865,Motorbike,2023-10-23 12:07:00,2023-10-23 14:24:26,Monday,137,Zone_A,0,Early_Return
SV1451,Motorbike,2023-10-19 13:20:00,2023-10-19 17:51:33,Thursday,271,Zone_D,0,Full_Day
SV1658,Motorbike,2023-11-08 07:21:00,2023-11-08 11:46:26,Wednesday,265,Zone_B,0,Full_Day
SV0182,Motorbike,2023-12-29 06:32:00,2023-12-29 08:57:54,Friday,145,Zone_A,1,Early_Return
SV0873,Motorbike,2023-11-28 07:22:00,2023-11-28 14:57:55,Tuesday,455,Zone_A,0,Full_Day
SV1009,Motorbike,2023-10-14 06:58:00,2023-10-14 15:01:44,Saturday,483,Zone_B,0,Full_Day
SV1725,Motorbike,2023-10-24 13:07:00,2023-10-24 15:39:18,Tuesday,152,Zone_B,0,Early_Return
SV0628,Motorbike,2023-11-15 05:59:00,2023-11-15 13:40:47,Wednesday,461,Zone_B,0,Full_Day
SV1993,Motorbike,2023-11-13 13:28:00,2023-11-14 10:59:59,Monday,1291,Zone_B,0,Overnight
SV0077,Motorbike,2023-10-07 12:55:00,2023-10-07 16:19:20,Saturday,204,Zone_C,0,Early_Return
SV1623,Motorbike,2023-11-12 06:53:00,2023-11-12 15:02:26,Sunday,489,Zone_B,0,Full_Day
SV1003,Motorbike,2023-10-09 12:42:00,2023-10-09 15:30:58,Monday,168,Zone_C,0,Early_Return
SV0526,Motorbike,2023-10-12 07:26:00,2023-10-12 14:41:17,Thursday,435,Zone_A,0,Full_Day
SV0575,Motorbike,2023-12-04 06:55:00,2023-12-04 08:28:11,Monday,93,Zone_A,0,Early_Return
SV1153,Motorbike,2023-12-11 06:46:00,2023-12-11 08:47:30,Monday,121,Zone_C,1,Early_Return
SV1368,Motorbike,2023-12-12 06:33:00,2023-12-12 10:01:14,Tuesday,208,Zone_B,1,Early_Return
SV1897,Motorbike,2023-09-21 13:36:00,2023-09-21 16:43:23,Thursday,187,Zone_C,0,Early_Return
SV0689,Motorbike,2023-12-11 13:21:00,2023-12-11 15:46:39,Monday,145,Zone_A,1,Early_Return
SV0552,Motorbike,2023-11-11 07:08:00,2023-11-11 12:02:10,Saturday,294,Zone_B,0,Full_Day
SV0650,Motorbike,2023-09-30 06:44:00,2023-09-30 11:29:48,Saturday,285,Zone_B,0,Full_Day
SV1187,Motorbike,2023-11-10 07:15:00,2023-11-10 13:12:13,Friday,357,Zone_B,0,Full_Day
SV1282,Motorbike,2023-10-31 12:42:00,2023-10-31 18:33:52,Tuesday,351,Zone_A,0,Full_Day
SV0582,Motorbike,2023-10-24 06:54:00,2023-10-24 11:52:59,Tuesday,298,Zone_A,0,Full_Day
SV1496,Motorbike,2023-12-22 07:12:00,2023-12-22 09:20:35,Friday,128,Zone_B,1,Early_Return
SV1414,Motorbike,2023-10-22 07:09:00,2023-10-22 09:57:35,Sunday,168,Zone_A,0,Early_Return
SV1955,Motorbike,2023-09-01 07:42:00,2023-09-03 06:10:08,Friday,2788,Zone_C,0,Long_Term
SV0141,Motorbike,2023-11-20 07:07:00,2023-11-20 13:01:33,Monday,354,Zone_C,0,Full_Day
SV1690,Motorbike,2023-10-25 06:44:00,2023-10-25 09:04:35,Wednesday,140,Zone_B,0,Early_Return
SV0014,Motorbike,2023-12-15 07:03:00,2023-12-15 11:30:19,Friday,267,Zone_B,1,Full_Day
SV0107,Motorbike,2023-10-03 13:27:00,2023-10-03 20:46:01,Tuesday,439,Zone_B,0,Full_Day
SV1067,Motorbike,2023-11-13 06:02:00,2023-11-13 11:09:37,Monday,307,Zone_B,0,Full_Day
SV1747,Motorbike,2023-09-03 12:55:00,2023-09-03 18:04:52,Sunday,309,Zone_A,0,Full_Day
SV0192,Motorbike,2023-09-02 12:27:00,2023-09-02 15:01:44,Saturday,154,Zone_B,0,Early_Return
SV1871,Motorbike,2023-12-01 12:25:00,2023-12-01 19:42:01,Friday,437,Zone_B,0,Full_Day
SV0103,Motorbike,2023-12-25 12:56:00,2023-12-25 21:08:52,Monday,492,Zone_A,1,Full_Day
SV1023,Motorbike,2023-09-27 06:20:00,2023-09-27 15:08:15,Wednesday,528,Zone_C,0,Full_Day
SV1670,Motorbike,2023-11-15 06:57:00,2023-11-15 13:15:17,Wednesday,378,Zone_B,0,Full_Day
SV0872,Motorbike,2023-09-02 06:08:00,2023-09-02 11:19:51,Saturday,311,Zone_A,0,Full_Day
SV1972,Motorbike,2023-11-23 06:52:00,2023-11-23 12:42:24,Thursday,350,Zone_B,0,Full_Day
SV0858,Motorbike,2023-10-12 07:06:00,2023-10-12 08:13:45,Thursday,67,Zone_A,0,Early_Return
SV0038,Motorbike,2023-11-03 12:50:00,2023-11-03 14:52:01,Friday,122,Zone_B,0,Early_Return
SV1042,Motorbike,2023-12-24 13:00:00,2023-12-24 17:43:30,Sunday,283,Zone_B,1,Full_Day
SV1093,Motorbike,2023-09-08 12:49:00,2023-09-08 15:01:18,Friday,132,Zone_B,0,Early_Return
SV1132,Motorbike,2023-09-16 12:57:00,2023-09-16 18:02:13,Saturday,305,Zone_C,0,Full_Day
SV1409,Motorbike,2023-11-28 07:27:00,2023-11-28 10:25:51,Tuesday,178,Zone_B,0,Early_Return
SV0510,Motorbike,2023-10-22 13:17:00,2023-10-22 20:27:11,Sunday,430,Zone_C,0,Full_Day
SV1764,Motorbike,2023-10-22 06:39:00,2023-10-22 12:02:58,Sunday,323,Zone_C,0,Full_Day
SV0081,Motorbike,2023-11-13 06:15:00,2023-11-13 09:32:42,Monday,197,Zone_C,0,Early_Return
SV1084,Motorbike,2023-12-02 12:09:00,2023-12-02 13:39:34,Saturday,90,Zone_A,0,Early_Return
SV0615,Motorbike,2023-09-18 13:03:00,2023-09-18 18:50:45,Monday,347,Zone_D,0,Full_Day
SV1552,Motorbike,2023-12-28 12:45:00,2023-12-28 14:37:31,Thursday,112,Zone_B,1,Early_Return
SV1666,Motorbike,2023-10-19 06:14:00,2023-10-19 09:07:02,Thursday,173,Zone_C,0,Early_Return
SV1340,Car,2023-12-21 13:30:00,2023-12-21 14:54:09,Thursday,84,Zone_C,1,Early_Return
SV0471,Motorbike,2023-12-07 12:05:00,2023-12-07 19:57:25,Thursday,472,Zone_A,0,Full_Day
SV0899,Motorbike,2023-11-15 06:38:00,2023-11-15 20:35:04,Wednesday,837,Zone_A,0,Overnight
SV0147,Motorbike,2023-10-25 12:07:00,2023-10-25 17:52:26,Wednesday,345,Zone_A,0,Full_Day
SV0864,Motorbike,2023-12-24 12:46:00,2023-12-24 14:06:21,Sunday,80,Zone_A,1,Early_Return
SV0787,Car,2023-10-12 05:59:00,2023-10-13 04:20:03,Thursday,1341,Zone_A,0,Overnight
SV1478,Motorbike,2023-09-19 12:44:00,2023-09-19 20:06:15,Tuesday,442,Zone_B,0,Full_Day
SV0855,Motorbike,2023-11-21 13:02:00,2023-11-21 15:44:55,Tuesday,162,Zone_B,0,Early_Return
SV1048,Motorbike,2023-10-31 07:40:00,2023-11-02 09:42:50,Tuesday,3002,Zone_A,0,Long_Term
SV1589,Motorbike,2023-12-19 06:48:00,2023-12-19 09:03:16,Tuesday,135,Zone_A,1,Early_Return
SV1456,Motorbike,2023-10-10 06:57:00,2023-10-10 15:52:03,Tuesday,535,Zone_A,0,Full_Day
SV0512,Motorbike,2023-12-18 07:06:00,2023-12-18 11:46:41,Monday,280,Zone_A,1,Full_Day
SV0718,Motorbike,2023-10-23 13:13:00,2023-10-23 19:43:17,Monday,390,Zone_D,0,Full_Day
SV0258,Motorbike,2023-10-24 12:53:00,2023-10-24 17:19:35,Tuesday,266,Zone_A,0,Full_Day
SV1160,Motorbike,2023-10-06 05:36:00,2023-10-07 00:51:23,Friday,1155,Zone_D,0,Overnight
SV1024,Motorbike,2023-10-28 13:47:00,2023-10-29 02:42:15,Saturday,775,Zone_B,0,Overnight
SV1720,Motorbike,2023-09-12 06:38:00,2023-09-12 13:21:33,Tuesday,403,Zone_D,0,Full_Day
SV0773,Motorbike,2023-12-08 12:39:00,2023-12-08 19:02:31,Friday,383,Zone_B,0,Full_Day
SV1662,Motorbike,2023-11-10 07:51:00,2023-11-10 11:06:35,Friday,195,Zone_B,0,Early_Return
SV0644,Motorbike,2023-10-30 07:12:00,2023-10-30 15:43:52,Monday,511,Zone_C,0,Full_Day
SV1495,Motorbike,2023-09-19 12:54:00,2023-09-19 20:47:43,Tuesday,473,Zone_D,0,Full_Day
SV0397,Motorbike,2023-12-25 11:37:00,2023-12-25 18:05:13,Monday,388,Zone_B,1,Full_Day
SV0583,Motorbike,2023-12-04 07:10:00,2023-12-04 12:25:30,Monday,315,Zone_A,0,Full_Day
SV1848,Motorbike,2023-09-20 07:05:00,2023-09-20 14:10:07,Wednesday,425,Zone_A,0,Full_Day
SV0836,Motorbike,2023-11-27 12:50:00,2023-11-27 15:47:08,Monday,177,Zone_D,0,Early_Return
SV0481,Motorbike,2023-12-24 07:07:00,2023-12-24 15:03:16,Sunday,476,Zone_A,1,Full_Day
SV0152,Motorbike,2023-11-18 06:35:00,2023-11-20 17:43:51,Saturday,3548,Zone_A,0,Long_Term
SV1076,Motorbike,2023-09-07 06:51:00,2023-09-07 09:27:13,Thursday,156,Zone_C,0,Early_Return
SV1421,Motorbike,2023-09-05 12:18:00,2023-09-05 16:52:52,Tuesday,274,Zone_C,0,Full_Day
SV0951,Motorbike,2023-11-11 07:17:00,2023-11-11 09:33:03,Saturday,136,Zone_A,0,Early_Return
SV1593,Motorbike,2023-11-02 06:42:00,2023-11-02 12:30:29,Thursday,348,Zone_A,0,Full_Day
SV0593,Motorbike,2023-12-18 06:57:00,2023-12-18 13:46:10,Monday,409,Zone_A,1,Full_Day
SV0384,Motorbike,2023-11-09 12:44:00,2023-11-09 14:54:12,Thursday,130,Zone_B,0,Early_Return
SV0084,Motorbike,2023-09-16 12:53:00,2023-09-16 19:22:03,Saturday,389,Zone_B,0,Full_Day
SV0727,Motorbike,2023-09-19 06:58:00,2023-09-19 10:01:23,Tuesday,183,Zone_B,0,Early_Return
SV1904,Motorbike,2023-12-26 12:05:00,2023-12-26 15:13:12,Tuesday,188,Zone_C,1,Early_Return
SV1840,Motorbike,2023-09-27 07:11:00,2023-09-27 10:16:16,Wednesday,185,Zone_C,0,Early_Return
SV1934,Motorbike,2023-09-04 06:14:00,2023-09-04 09:31:08,Monday,197,Zone_B,0,Early_Return
SV1815,Motorbike,2023-11-21 12:45:00,2023-11-22 07:05:59,Tuesday,1100,Zone_B,0,Overnight
SV1177,Motorbike,2023-12-22 12:12:00,2023-12-22 16:46:38,Friday,274,Zone_B,1,Full_Day
SV0542,Motorbike,2023-12-07 07:01:00,2023-12-08 04:17:47,Thursday,1276,Zone_A,0,Overnight
SV0722,Motorbike,2023-10-22 06:05:00,2023-10-24 23:01:22,Sunday,3896,Zone_C,0,Long_Term
SV0986,Motorbike,2023-11-13 12:28:00,2023-11-13 14:58:05,Monday,150,Zone_C,0,Early_Return
SV1717,Motorbike,2023-12-13 12:39:00,2023-12-13 17:12:38,Wednesday,273,Zone_C,1,Full_Day
SV1055,Motorbike,2023-09-03 13:04:00,2023-09-03 15:24:27,Sunday,140,Zone_A,0,Early_Return
SV0067,Motorbike,2023-12-04 07:12:00,2023-12-04 14:14:39,Monday,422,Zone_A,0,Full_Day
SV0650,Motorbike,2023-10-07 12:49:00,2023-10-07 19:53:19,Saturday,424,Zone_B,0,Full_Day
SV1603,Motorbike,2023-12-14 12:10:00,2023-12-14 18:19:48,Thursday,369,Zone_B,1,Full_Day
SV0036,Car,2023-10-22 06:47:00,2023-10-22 11:00:48,Sunday,253,Zone_A,0,Full_Day
SV1512,Motorbike,2023-10-14 13:14:00,2023-10-14 14:58:05,Saturday,104,Zone_B,0,Early_Return
SV0181,Motorbike,2023-09-09 07:23:00,2023-09-09 10:27:32,Saturday,184,Zone_B,0,Early_Return
SV1272,Motorbike,2023-09-06 13:10:00,2023-09-06 14:38:36,Wednesday,88,Zone_A,0,Early_Return
SV1061,Motorbike,2023-10-05 07:09:00,2023-10-05 15:11:22,Thursday,482,Zone_B,0,Full_Day
SV0165,Car,2023-12-05 11:59:00,2023-12-05 17:44:07,Tuesday,345,Zone_B,0,Full_Day
SV0436,Motorbike,2023-12-13 12:29:00,2023-12-13 14:42:06,Wednesday,133,Zone_A,1,Early_Return
SV1316,Motorbike,2023-10-24 06:42:00,2023-10-24 11:32:10,Tuesday,290,Zone_D,0,Full_Day
SV0715,Motorbike,2023-10-17 06:33:00,2023-10-17 13:00:23,Tuesday,387,Zone_B,0,Full_Day
SV0590,Motorbike,2023-10-03 12:54:00,2023-10-03 20:56:40,Tuesday,482,Zone_C,0,Full_Day
SV0846,Motorbike,2023-11-08 06:58:00,2023-11-08 09:35:42,Wednesday,157,Zone_A,0,Early_Return
SV1987,Motorbike,2023-12-21 06:46:00,2023-12-21 08:27:06,Thursday,101,Zone_A,1,Early_Return
SV0548,Motorbike,2023-10-04 07:41:00,2023-10-04 09:49:26,Wednesday,128,Zone_D,0,Early_Return
SV1931,Motorbike,2023-12-28 06:38:00,2023-12-28 08:10:50,Thursday,92,Zone_B,1,Early_Return
SV0285,Motorbike,2023-09-02 12:48:00,2023-09-02 15:21:56,Saturday,153,Zone_B,0,Early_Return
SV0756,Car,2023-11-10 06:43:00,2023-11-10 11:10:01,Friday,267,Zone_B,0,Full_Day
SV1486,Motorbike,2023-09-22 06:36:00,2023-09-22 14:33:39,Friday,477,Zone_A,0,Full_Day
SV1085,Motorbike,2023-12-15 06:45:00,2023-12-15 10:58:26,Friday,253,Zone_D,1,Full_Day
SV1382,Motorbike,2023-11-30 06:36:00,2023-11-30 08:49:40,Thursday,133,Zone_A,0,Early_Return
SV1144,Motorbike,2023-12-22 06:33:00,2023-12-22 11:21:56,Friday,288,Zone_D,1,Full_Day
SV1419,Motorbike,2023-09-30 06:17:00,2023-09-30 12:56:20,Saturday,399,Zone_B,0,Full_Day
SV0511,Motorbike,2023-10-04 07:20:00,2023-10-04 10:34:05,Wednesday,194,Zone_B,0,Early_Return
SV1453,Motorbike,2023-11-14 06:28:00,2023-11-15 05:22:59,Tuesday,1374,Zone_A,0,Overnight
SV1861,Motorbike,2023-11-10 06:10:00,2023-11-10 07:46:16,Friday,96,Zone_A,0,Early_Return
SV0680,Motorbike,2023-09-28 06:37:00,2023-09-28 12:14:16,Thursday,337,Zone_B,0,Full_Day
SV1727,Motorbike,2023-10-28 13:10:00,2023-10-28 19:45:08,Saturday,395,Zone_A,0,Full_Day
SV1864,Motorbike,2023-10-18 13:00:00,2023-10-18 16:11:51,Wednesday,191,Zone_A,0,Early_Return
SV1349,Motorbike,2023-11-07 06:58:00,2023-11-07 08:44:00,Tuesday,106,Zone_B,0,Early_Return
SV1755,Motorbike,2023-11-21 12:22:00,2023-11-21 14:17:14,Tuesday,115,Zone_C,0,Early_Return
SV1303,Motorbike,2023-12-26 07:01:00,2023-12-27 06:33:05,Tuesday,1412,Zone_A,1,Overnight
SV0812,Motorbike,2023-11-03 07:14:00,2023-11-03 09:14:11,Friday,120,Zone_A,0,Early_Return
SV1179,Motorbike,2023-11-18 07:12:00,2023-11-18 10:02:04,Saturday,170,Zone_A,0,Early_Return
SV1264,Motorbike,2023-10-05 06:54:00,2023-10-05 11:38:36,Thursday,284,Zone_A,0,Full_Day
SV0735,Motorbike,2023-09-25 07:42:00,2023-09-25 10:49:42,Monday,187,Zone_A,0,Early_Return
SV1135,Motorbike,2023-12-08 07:51:00,2023-12-08 14:57:33,Friday,426,Zone_C,0,Full_Day
SV1135,Motorbike,2023-09-12 07:10:00,2023-09-12 13:10:43,Tuesday,360,Zone_C,0,Full_Day
SV1943,Motorbike,2023-10-12 07:03:00,2023-10-12 08:29:50,Thursday,86,Zone_D,0,Early_Return
SV0579,Motorbike,2023-12-21 07:21:00,2023-12-21 15:43:50,Thursday,502,Zone_C,1,Full_Day
SV0182,Motorbike,2023-09-25 07:27:00,2023-09-26 06:56:07,Monday,1409,Zone_C,0,Overnight
SV0423,Motorbike,2023-11-25 12:15:00,2023-11-25 19:48:15,Saturday,453,Zone_B,0,Full_Day
SV1321,Motorbike,2023-12-16 12:43:00,2023-12-16 20:13:19,Saturday,450,Zone_B,1,Full_Day
SV1089,Motorbike,2023-09-30 07:19:00,2023-09-30 11:37:19,Saturday,258,Zone_B,0,Full_Day
SV0886,Motorbike,2023-11-23 07:14:00,2023-11-23 10:00:18,Thursday,166,Zone_B,0,Early_Return
SV1446,Motorbike,2023-09-08 07:13:00,2023-09-08 09:19:25,Friday,126,Zone_C,0,Early_Return
SV1187,Motorbike,2023-12-29 13:09:00,2023-12-29 15:02:29,Friday,113,Zone_D,1,Early_Return
SV1814,Motorbike,2023-11-23 13:04:00,2023-11-24 11:52:34,Thursday,1368,Zone_A,0,Overnight
SV1835,Motorbike,2023-09-27 06:16:00,2023-09-27 12:45:37,Wednesday,389,Zone_A,0,Full_Day
SV1375,Motorbike,2023-11-06 06:35:00,2023-11-06 14:25:25,Monday,470,Zone_C,0,Full_Day
SV0085,Motorbike,2023-10-26 12:27:00,2023-10-26 17:58:01,Thursday,331,Zone_B,0,Full_Day
SV1960,Motorbike,2023-12-20 05:37:00,2023-12-20 14:06:25,Wednesday,509,Zone_A,1,Full_Day
SV0380,Motorbike,2023-09-19 06:57:00,2023-09-19 09:58:01,Tuesday,181,Zone_C,0,Early_Return
SV0543,Motorbike,2023-12-03 07:25:00,2023-12-03 14:36:59,Sunday,431,Zone_D,0,Full_Day
SV0023,Motorbike,2023-09-25 07:36:00,2023-09-25 10:03:53,Monday,147,Zone_C,0,Early_Return
SV1134,Motorbike,2023-11-24 07:13:00,2023-11-24 11:25:34,Friday,252,Zone_D,0,Full_Day
SV1438,Motorbike,2023-11-05 08:11:00,2023-11-06 02:39:44,Sunday,1108,Zone_A,0,Overnight
SV0958,Motorbike,2023-09-16 06:57:00,2023-09-16 15:29:21,Saturday,512,Zone_A,0,Full_Day
SV0821,Motorbike,2023-10-19 07:31:00,2023-10-19 14:52:15,Thursday,441,Zone_C,0,Full_Day
SV0709,Motorbike,2023-11-07 06:39:00,2023-11-07 15:34:04,Tuesday,535,Zone_A,0,Full_Day
SV0136,Motorbike,2023-12-30 12:21:00,2023-12-30 15:00:01,Saturday,159,Zone_C,1,Early_Return
SV1846,Motorbike,2023-10-17 06:16:00,2023-10-17 07:58:54,Tuesday,102,Zone_A,0,Early_Return
SV0451,Motorbike,2023-09-28 13:28:00,2023-09-28 18:35:37,Thursday,307,Zone_B,0,Full_Day
SV0878,Motorbike,2023-12-28 12:11:00,2023-12-28 19:32:12,Thursday,441,Zone_C,1,Full_Day
SV1476,Motorbike,2023-12-11 12:41:00,2023-12-11 19:32:33,Monday,411,Zone_B,1,Full_Day
SV1612,Motorbike,2023-10-20 12:36:00,2023-10-20 15:35:56,Friday,179,Zone_A,0,Early_Return
SV0735,Motorbike,2023-10-24 06:32:00,2023-10-24 13:25:58,Tuesday,413,Zone_A,0,Full_Day
SV1557,Motorbike,2023-09-27 12:32:00,2023-09-27 14:26:39,Wednesday,114,Zone_A,0,Early_Return
SV0989,Motorbike,2023-09-22 12:39:00,2023-09-22 13:41:09,Friday,62,Zone_A,0,Early_Return
SV1467,Motorbike,2023-11-12 06:56:00,2023-11-12 14:49:08,Sunday,473,Zone_C,0,Full_Day
SV0146,Motorbike,2023-10-25 06:52:00,2023-10-25 10:15:25,Wednesday,203,Zone_C,0,Early_Return
SV0898,Motorbike,2023-12-23 12:03:00,2023-12-23 18:26:49,Saturday,383,Zone_C,1,Full_Day
