duration_minutes,is_exam_week,entry_hour,entry_minute,day_of_week_num,is_weekend,is_morning,rolling_avg_duration,historical_overnight_count,vehicle_type_Motorbike,usual_zone_Zone_B,usual_zone_Zone_C,usual_zone_Zone_D
183,0,12,35,0,0,0,858.2,1.0,1,1,0,0
148,0,6,25,3,0,1,882.0,1.0,1,0,0,0
273,0,6,44,4,0,1,881.4,1.0,1,0,0,0
96,0,6,21,3,0,1,873.0,1.0,1,1,0,0
3355,0,6,45,2,0,1,364.2,1.0,1,0,1,0
165,0,8,50,2,0,1,811.0,1.0,1,0,0,0
735,0,12,40,6,1,0,807.4,1.0,1,0,1,0
401,1,7,12,6,1,1,924.8,2.0,1,0,0,0
482,1,12,59,2,0,0,950.4,2.0,1,0,0,0
154,0,12,4,4,0,0,485.4906,2.0,1,1,0,0
261,0,13,7,3,0,0,154.0,0.0,1,0,0,0
152,0,6,44,6,1,1,207.5,0.0,1,0,0,0
162,0,6,59,6,1,1,189.0,0.0,1,0,0,0
353,0,7,8,6,1,1,182.25,0.0,1,0,1,0
272,0,13,6,0,0,0,216.4,0.0,1,1,0,0
528,0,7,26,6,1,1,240.0,0.0,1,0,1,0
281,0,13,31,3,0,0,293.4,0.0,1,0,0,0
195,0,6,50,1,0,1,319.2,0.0,1,0,0,0
535,1,7,3,2,0,1,325.8,0.0,1,0,0,0
83,1,6,28,5,1,1,362.2,0.0,1,0,0,0
176,0,6,57,6,1,1,485.4906,0.0,1,1,0,0
746,0,6,51,1,0,1,176.0,0.0,1,0,1,0
160,0,7,7,5,1,1,461.0,1.0,1,0,0,0
483,0,7,50,4,0,1,360.6666666666667,1.0,1,1,0,0
74,1,12,20,5,1,0,391.25,1.0,1,0,0,0
178,0,8,13,5,1,1,485.4906,1.0,1,0,0,1
458,0,7,11,4,0,1,178.0,0.0,1,0,1,0
313,0,7,21,3,0,1,318.0,0.0,1,0,0,0
97,0,12,3,3,0,0,316.3333333333333,0.0,1,0,1,0
337,0,12,57,1,0,0,261.5,0.0,1,0,0,0
396,0,13,12,5,1,0,276.6,0.0,1,0,0,0
141,1,11,54,5,1,1,320.2,0.0,1,0,0,0
2045,0,13,9,2,0,0,485.4906,0.0,1,0,0,0
507,0,6,51,2,0,1,2045.0,0.0,1,0,0,0
181,0,7,43,6,1,1,1276.0,0.0,1,0,0,0
78,0,11,26,5,1,1,911.0,0.0,1,0,1,0
139,1,7,17,6,1,1,702.75,0.0,1,0,0,0
315,1,7,5,0,0,1,590.0,0.0,1,1,0,0
375,0,6,24,6,1,1,485.4906,0.0,1,0,1,0
147,0,7,1,4,0,1,375.0,0.0,1,0,1,0
477,0,7,22,3,0,1,261.0,0.0,1,0,0,0
148,0,7,6,4,0,1,333.0,0.0,1,1,0,0
76,0,12,58,5,1,0,286.75,0.0,1,0,1,0
145,0,6,55,0,0,1,244.6,0.0,0,0,0,0
377,1,12,33,4,0,0,198.6,0.0,1,0,0,0
65,0,13,0,0,0,0,485.4906,0.0,1,0,1,0
139,0,13,30,2,0,0,65.0,0.0,1,1,0,0
155,0,7,21,4,0,1,102.0,0.0,1,0,0,1
109,0,7,13,3,0,1,119.66666666666667,0.0,1,0,0,0
475,0,7,23,3,0,1,117.0,0.0,1,0,0,0
66,0,7,21,1,0,1,188.6,0.0,1,0,1,0
124,1,6,43,5,1,1,188.8,0.0,1,1,0,0
134,1,6,41,2,0,1,185.8,0.0,1,1,0,0
503,0,12,37,5,1,0,485.4906,0.0,1,0,0,0
434,0,6,26,2,0,1,503.0,0.0,1,0,1,0
459,0,6,26,5,1,1,468.5,0.0,1,0,0,0
522,0,13,30,6,1,0,465.3333333333333,0.0,1,0,0,0
388,0,12,4,3,0,0,479.5,0.0,1,0,0,0
4056,0,12,48,1,0,0,461.2,0.0,1,0,0,1
496,0,6,41,4,0,1,1171.8,0.0,1,0,0,1
117,1,13,22,6,1,0,1184.2,0.0,1,0,1,0
450,1,12,27,1,0,0,1115.8,0.0,1,0,0,0
2782,0,6,18,2,0,1,485.4906,0.0,1,0,0,0
249,0,12,27,5,1,0,2782.0,0.0,1,0,1,0
402,0,13,0,5,1,0,1515.5,0.0,1,0,0,0
488,0,7,56,1,0,1,1144.3333333333333,0.0,1,0,1,0
1411,0,6,32,4,0,1,980.25,0.0,1,0,0,0
445,0,12,45,3,0,0,1066.4,1.0,1,0,0,0
189,0,12,55,0,0,0,485.4906,1.0,1,0,0,0
1059,0,12,52,6,1,0,189.0,0.0,1,1,0,0
124,0,7,43,4,0,1,624.0,1.0,1,1,0,0
94,0,7,5,6,1,1,457.3333333333333,1.0,0,0,0,0
498,0,12,22,3,0,0,366.5,1.0,1,0,0,0
72,0,12,15,0,0,0,392.8,1.0,1,0,0,0
362,0,6,41,0,0,1,369.4,1.0,1,0,0,0
171,0,12,42,5,1,0,230.0,1.0,1,0,0,0
203,1,7,10,3,0,1,239.4,1.0,1,0,1,0
522,1,12,55,3,0,0,261.2,1.0,1,1,0,0
85,1,12,17,2,0,0,266.0,1.0,1,0,1,0
130,1,13,47,3,0,0,268.6,1.0,1,0,0,1
245,0,7,12,0,0,1,485.4906,1.0,1,1,0,0
268,0,6,48,5,1,1,245.0,0.0,1,0,0,0
419,0,7,11,0,0,1,256.5,0.0,1,0,0,1
142,0,6,23,1,0,1,310.6666666666667,0.0,1,0,0,0
504,0,7,25,3,0,1,268.5,0.0,1,0,1,0
184,0,6,35,5,1,1,315.6,0.0,1,1,0,0
253,1,7,7,1,0,1,303.4,0.0,1,1,0,0
490,0,6,54,2,0,1,485.4906,0.0,1,1,0,0
3336,0,7,9,2,0,1,490.0,0.0,1,1,0,0
497,0,12,40,3,0,0,1913.0,0.0,1,0,1,0
508,0,6,49,0,0,1,1441.0,0.0,1,0,0,0
428,0,7,34,5,1,1,1207.75,0.0,1,0,0,0
354,0,12,58,4,0,0,1051.8,0.0,1,1,0,0
447,0,6,55,1,0,1,485.4906,0.0,1,0,1,0
460,0,7,14,2,0,1,447.0,0.0,1,0,1,0
241,0,7,52,0,0,1,453.5,0.0,1,0,0,0
285,0,6,29,4,0,1,382.6666666666667,0.0,1,1,0,0
77,0,12,16,2,0,0,358.25,0.0,1,1,0,0
531,0,6,46,1,0,1,302.0,0.0,0,0,0,0
208,0,6,51,4,0,1,318.8,0.0,1,0,0,0
283,0,7,23,6,1,1,268.4,0.0,1,1,0,0
128,0,13,9,3,0,0,276.8,0.0,1,1,0,0
487,0,6,28,6,1,1,245.4,0.0,1,0,0,1
249,0,12,48,6,1,0,327.4,0.0,1,0,0,0
189,1,6,41,0,0,1,271.0,0.0,1,1,0,0
114,1,7,18,3,0,1,267.2,0.0,1,1,0,0
183,1,6,23,3,0,1,233.4,0.0,1,1,0,0
417,0,6,59,6,1,1,485.4906,0.0,1,0,1,0
342,0,12,32,1,0,0,417.0,0.0,1,0,1,0
305,0,6,37,1,0,1,379.5,0.0,1,1,0,0
278,0,13,1,2,0,0,485.4906,0.0,1,0,1,0
190,0,6,55,6,1,1,278.0,0.0,1,1,0,0
359,0,13,18,2,0,0,234.0,0.0,1,0,0,0
291,0,7,17,5,1,1,275.6666666666667,0.0,1,1,0,0
354,0,7,11,4,0,1,279.5,0.0,1,0,1,0
3354,1,6,40,2,0,1,294.4,0.0,1,0,0,0
181,0,6,57,1,0,1,485.4906,0.0,1,0,1,0
276,0,7,18,0,0,1,181.0,0.0,1,0,0,1
126,0,6,50,4,0,1,228.5,0.0,1,0,0,0
103,0,7,33,2,0,1,194.33333333333334,0.0,1,0,1,0
447,0,7,7,1,0,1,171.5,0.0,1,1,0,0
331,1,6,19,4,0,1,226.6,0.0,1,0,0,0
348,0,6,41,5,1,1,485.4906,0.0,1,0,0,0
362,0,7,8,1,0,1,348.0,0.0,1,0,0,0
428,0,13,5,4,0,0,355.0,0.0,1,1,0,0
180,0,7,2,3,0,1,379.3333333333333,0.0,1,1,0,0
68,0,7,13,3,0,1,329.5,0.0,1,0,0,0
1184,1,7,48,2,0,1,277.2,0.0,0,0,0,0
293,1,13,8,0,0,0,444.4,1.0,1,1,0,0
175,0,7,28,0,0,1,485.4906,1.0,1,0,1,0
115,0,7,20,3,0,1,175.0,0.0,1,0,1,0
257,0,11,54,1,0,1,145.0,0.0,1,1,0,0
1179,0,6,17,3,0,1,182.33333333333334,0.0,1,1,0,0
205,0,6,36,1,0,1,431.5,1.0,1,1,0,0
472,0,6,39,6,1,1,386.2,1.0,1,1,0,0
178,0,12,30,4,0,0,445.6,1.0,1,0,0,0
286,0,6,7,5,1,1,458.2,1.0,1,0,0,0
420,0,6,38,1,0,1,485.4906,1.0,1,0,0,0
1882,0,7,43,1,0,1,420.0,0.0,1,0,0,0
139,0,12,49,2,0,0,1151.0,0.0,1,0,0,0
488,0,13,21,2,0,0,813.6666666666666,0.0,1,0,0,0
276,0,6,37,1,0,1,732.25,0.0,1,0,1,0
328,1,7,24,1,0,1,641.0,0.0,1,0,0,0
71,0,7,5,4,0,1,485.4906,0.0,1,1,0,0
3158,0,12,39,5,1,0,71.0,0.0,1,1,0,0
92,0,7,35,2,0,1,1614.5,0.0,1,1,0,0
2344,0,7,5,3,0,1,1107.0,0.0,1,1,0,0
130,0,12,44,3,0,0,1416.25,0.0,1,1,0,0
172,0,6,52,1,0,1,1159.0,0.0,1,1,0,0
142,0,6,40,2,0,1,1179.2,0.0,1,1,0,0
68,0,7,14,3,0,1,576.0,0.0,1,0,0,1
68,0,7,22,3,0,1,485.4906,0.0,1,1,0,0
85,0,12,49,1,0,0,68.0,0.0,1,0,0,0
435,0,6,29,1,0,1,76.5,0.0,1,1,0,0
203,0,13,16,3,0,0,196.0,0.0,1,0,0,0
175,0,13,16,5,1,0,197.75,0.0,1,1,0,0
334,0,7,9,6,1,1,193.2,0.0,1,0,0,0
443,0,7,16,5,1,1,246.4,0.0,1,0,0,0
168,1,13,2,3,0,0,318.0,0.0,1,1,0,0
839,0,13,7,5,1,0,485.4906,0.0,1,0,0,0
476,0,6,22,0,0,1,839.0,1.0,1,1,0,0
253,0,6,47,4,0,1,657.5,1.0,1,0,1,0
261,0,12,39,3,0,0,522.6666666666666,1.0,1,0,0,1
461,0,12,29,5,1,0,457.25,1.0,1,0,0,0
1404,0,13,18,2,0,0,458.0,1.0,1,1,0,0
253,0,6,4,5,1,1,571.0,2.0,1,1,0,0
480,0,7,30,4,0,1,526.4,2.0,1,0,1,0
443,0,7,41,0,0,1,485.4906,2.0,0,0,0,0
295,0,6,27,1,0,1,443.0,0.0,1,0,0,0
292,0,7,29,3,0,1,369.0,0.0,1,0,1,0
133,0,13,2,5,1,0,343.3333333333333,0.0,1,1,0,0
999,0,5,54,4,0,1,290.75,0.0,1,0,1,0
292,0,7,37,0,0,1,432.4,1.0,1,0,0,0
147,0,7,15,2,0,1,402.2,1.0,1,0,0,0
267,0,12,13,4,0,0,372.6,1.0,1,0,0,1
4007,0,7,15,5,1,1,367.6,1.0,1,0,0,0
165,0,6,31,1,0,1,1142.4,1.0,1,0,1,0
516,0,7,13,5,1,1,975.6,1.0,1,0,1,0
254,0,8,12,5,1,1,1020.4,1.0,1,0,0,0
281,0,6,44,3,0,1,1041.8,1.0,1,1,0,0
422,0,6,31,1,0,1,1044.6,1.0,1,1,0,0
3205,0,7,28,6,1,1,327.6,1.0,1,0,0,0
456,1,14,2,6,1,0,935.6,1.0,1,0,0,0
332,1,13,10,1,0,0,923.6,1.0,1,0,0,0
73,1,12,12,0,0,0,939.2,1.0,1,0,0,0
359,0,7,5,4,0,1,485.4906,1.0,1,0,0,1
3308,0,12,44,0,0,0,359.0,0.0,1,1,0,0
487,0,12,56,6,1,0,1833.5,0.0,1,1,0,0
70,0,6,54,4,0,1,1384.6666666666667,0.0,1,0,0,0
348,0,6,55,6,1,1,1056.0,0.0,1,0,1,0
1075,0,6,53,1,0,1,485.4906,0.0,1,0,0,0
259,0,7,33,3,0,1,1075.0,1.0,1,0,1,0
326,0,13,28,3,0,0,667.0,1.0,1,1,0,0
741,0,12,8,5,1,0,553.3333333333334,1.0,1,0,1,0
92,0,7,41,5,1,1,600.25,2.0,1,0,1,0
303,0,7,6,4,0,1,485.4906,2.0,1,0,0,0
458,0,7,29,0,0,1,303.0,0.0,1,0,0,1
187,0,7,11,1,0,1,380.5,0.0,1,0,0,1
161,0,12,13,1,0,0,316.0,0.0,1,0,0,0
1021,0,6,15,2,0,1,277.25,0.0,1,0,1,0
69,0,12,30,2,0,0,426.0,1.0,1,1,0,0
183,0,6,8,6,1,1,379.2,1.0,1,1,0,0
170,0,13,9,5,1,0,324.2,1.0,1,0,0,1
1286,0,7,6,5,1,1,485.4906,1.0,1,1,0,0
1461,0,12,30,2,0,0,1286.0,1.0,1,0,0,0
390,0,6,3,5,1,1,1373.5,1.0,1,0,0,1
3161,0,6,31,2,0,1,1045.6666666666667,1.0,1,1,0,0
271,0,6,51,3,0,1,1574.5,1.0,1,0,0,0
196,0,12,1,4,0,0,485.4906,1.0,1,1,0,0
1036,0,6,44,3,0,1,196.0,0.0,1,0,0,0
432,0,7,39,1,0,1,616.0,1.0,1,0,0,0
504,1,6,53,1,0,1,554.6666666666666,1.0,1,1,0,0
368,1,13,4,5,1,0,542.0,1.0,1,1,0,0
416,1,7,44,5,1,1,507.2,1.0,1,0,1,0
466,0,12,16,0,0,0,485.4906,1.0,1,1,0,0
414,0,13,27,3,0,0,466.0,0.0,1,1,0,0
475,0,7,13,4,0,1,440.0,0.0,1,0,0,1
101,0,7,22,6,1,1,451.6666666666667,0.0,1,0,1,0
279,0,12,4,5,1,0,364.0,0.0,1,0,0,0
254,0,11,42,5,1,1,485.4906,0.0,1,0,1,0
1095,0,7,4,2,0,1,254.0,0.0,1,0,0,0
1414,0,7,15,0,0,1,674.5,1.0,1,1,0,0
1872,0,6,45,2,0,1,921.0,2.0,1,1,0,0
333,0,7,22,3,0,1,1158.75,2.0,1,0,0,1
78,0,12,4,1,0,0,993.6,2.0,1,0,0,0
337,0,6,30,1,0,1,958.4,2.0,1,1,0,0
304,1,6,58,6,1,1,806.8,2.0,1,0,0,0
281,1,13,6,5,1,0,584.8,2.0,1,1,0,0
80,0,12,29,4,0,0,485.4906,2.0,1,0,1,0
403,0,12,35,4,0,0,80.0,0.0,1,0,0,0
116,0,6,44,6,1,1,241.5,0.0,1,0,1,0
247,0,6,38,2,0,1,199.66666666666666,0.0,1,0,1,0
417,0,12,34,1,0,0,211.5,0.0,1,1,0,0
515,0,7,6,6,1,1,252.6,0.0,1,0,0,0
256,0,13,37,3,0,0,339.6,0.0,1,0,0,0
1194,1,12,35,1,0,0,310.2,0.0,1,0,0,1
209,1,6,41,5,1,1,525.8,1.0,1,1,0,0
306,0,6,55,4,0,1,485.4906,1.0,1,0,0,1
177,0,6,35,5,1,1,306.0,0.0,1,0,0,0
205,0,7,9,5,1,1,241.5,0.0,1,1,0,0
316,1,7,17,5,1,1,229.33333333333334,0.0,1,1,0,0
364,0,6,17,4,0,1,485.4906,0.0,1,0,0,0
79,0,12,16,2,0,0,364.0,0.0,1,1,0,0
113,0,12,41,5,1,0,221.5,0.0,1,0,1,0
275,0,7,0,6,1,1,185.33333333333334,0.0,1,1,0,0
319,0,7,12,3,0,1,207.75,0.0,1,0,0,0
538,0,7,15,4,0,1,230.0,0.0,1,0,1,0
388,1,11,37,0,0,1,264.8,0.0,1,1,0,0
90,0,13,7,4,0,0,485.4906,0.0,1,0,1,0
196,0,7,25,6,1,1,90.0,0.0,1,0,0,0
501,0,6,13,2,0,1,143.0,0.0,1,0,0,1
320,0,13,4,0,0,0,262.3333333333333,0.0,1,0,1,0
116,0,6,46,0,0,1,276.75,0.0,1,0,0,0
309,0,13,4,4,0,0,244.6,0.0,1,0,1,0
350,0,6,53,0,0,1,288.4,0.0,0,1,0,0
385,0,12,20,3,0,0,319.2,0.0,1,0,1,0
463,0,5,58,5,1,1,296.0,0.0,1,0,0,0
192,0,13,6,4,0,0,324.6,0.0,1,0,1,0
433,0,6,17,2,0,1,339.8,0.0,1,0,0,1
1054,1,6,25,1,0,1,364.6,0.0,1,0,0,0
68,1,7,58,3,0,1,505.4,1.0,1,0,0,1
526,0,7,26,2,0,1,485.4906,1.0,1,0,1,0
355,0,7,31,2,0,1,526.0,0.0,1,1,0,0
392,0,13,19,6,1,0,440.5,0.0,1,0,0,0
297,0,12,37,2,0,0,424.3333333333333,0.0,1,0,0,0
396,0,13,40,4,0,0,392.5,0.0,1,0,0,0
274,0,5,51,3,0,1,393.2,0.0,1,0,1,0
327,0,11,41,3,0,1,342.8,0.0,1,0,1,0
95,0,6,29,2,0,1,337.2,0.0,1,1,0,0
488,0,11,37,5,1,1,277.8,0.0,1,0,0,1
468,1,13,47,4,0,0,316.0,0.0,1,0,0,0
94,1,6,41,0,0,1,330.4,0.0,1,1,0,0
442,0,7,10,0,0,1,485.4906,0.0,1,0,0,0
145,0,12,25,2,0,0,442.0,0.0,0,1,0,0
436,0,7,7,2,0,1,293.5,0.0,1,1,0,0
310,0,7,39,2,0,1,341.0,0.0,1,0,1,0
261,0,12,16,5,1,0,333.25,0.0,1,0,0,0
525,1,7,17,6,1,1,318.8,0.0,1,0,1,0
116,1,8,55,6,1,1,335.4,0.0,1,1,0,0
299,0,12,6,2,0,0,485.4906,0.0,1,0,0,0
139,0,7,33,5,1,1,299.0,0.0,1,0,0,0
91,0,7,11,3,0,1,219.0,0.0,1,0,1,0
461,1,7,13,2,0,1,176.33333333333334,0.0,1,0,1,0
1858,0,7,4,4,0,1,485.4906,0.0,1,1,0,0
176,0,12,48,3,0,0,1858.0,0.0,1,0,1,0
358,0,12,49,2,0,0,1017.0,0.0,1,0,0,1
192,0,6,34,0,0,1,797.3333333333334,0.0,1,1,0,0
481,0,6,35,3,0,1,485.4906,0.0,0,0,0,0
496,0,7,52,6,1,1,481.0,0.0,1,0,1,0
183,0,6,37,5,1,1,488.5,0.0,1,0,0,0
330,0,12,14,4,0,0,386.6666666666667,0.0,1,0,1,0
374,0,6,57,6,1,1,372.5,0.0,1,1,0,0
129,0,13,21,3,0,0,485.4906,0.0,1,1,0,0
426,0,6,8,3,0,1,129.0,0.0,0,0,0,0
399,0,12,2,0,0,0,277.5,0.0,1,0,1,0
201,0,7,7,1,0,1,318.0,0.0,1,0,0,0
117,0,6,42,2,0,1,288.75,0.0,1,0,0,0
1347,0,6,50,1,0,1,254.4,0.0,1,0,0,0
517,0,5,54,1,0,1,498.0,1.0,1,1,0,0
125,0,8,16,3,0,1,516.2,1.0,1,1,0,0
536,0,6,9,4,0,1,461.4,1.0,1,0,1,0
294,0,7,57,2,0,1,528.4,1.0,1,0,0,0
433,1,12,24,3,0,0,563.8,1.0,1,0,0,1
128,0,12,53,4,0,0,485.4906,1.0,1,1,0,0
156,0,6,54,4,0,1,128.0,0.0,1,0,0,0
173,0,7,5,5,1,1,142.0,0.0,0,0,0,1
267,0,13,30,0,0,0,152.33333333333334,0.0,1,0,0,0
475,0,7,13,2,0,1,181.0,0.0,1,0,0,0
339,0,7,2,6,1,1,239.8,0.0,1,1,0,0
173,0,7,9,1,0,1,282.0,0.0,1,1,0,0
497,1,7,55,5,1,1,285.4,0.0,1,1,0,0
402,0,6,59,6,1,1,485.4906,0.0,1,0,0,0
129,0,6,54,2,0,1,402.0,0.0,1,1,0,0
147,0,6,46,6,1,1,265.5,0.0,1,1,0,0
376,0,6,54,1,0,1,226.0,0.0,1,0,0,1
120,0,6,52,1,0,1,263.5,0.0,1,1,0,0
132,0,12,11,6,1,0,234.8,0.0,1,0,1,0
364,0,13,24,3,0,0,180.8,0.0,1,0,0,0
1077,0,6,40,6,1,1,227.8,0.0,1,1,0,0
151,1,13,7,1,0,0,413.8,1.0,1,0,0,0
169,1,7,13,2,0,1,368.8,1.0,1,0,0,0
181,0,6,43,3,0,1,485.4906,1.0,1,0,0,0
381,0,13,10,5,1,0,181.0,0.0,1,0,1,0
168,0,7,32,5,1,1,281.0,0.0,1,0,0,0
141,0,7,17,5,1,1,243.33333333333334,0.0,1,1,0,0
406,0,6,58,3,0,1,485.4906,0.0,1,0,0,1
2293,0,7,20,2,0,1,406.0,0.0,1,0,0,0
1174,0,6,41,4,0,1,1349.5,0.0,1,0,0,0
275,0,12,29,1,0,0,1291.0,1.0,1,0,0,0
299,1,6,46,3,0,1,1037.0,1.0,1,0,1,0
255,0,7,35,1,0,1,485.4906,1.0,1,1,0,0
344,0,7,0,0,0,1,255.0,0.0,1,0,0,0
334,0,7,18,6,1,1,299.5,0.0,1,0,0,0
754,0,11,55,2,0,1,311.0,0.0,1,1,0,0
462,0,12,33,4,0,0,421.75,1.0,1,0,0,0
295,0,13,10,5,1,0,429.8,1.0,1,1,0,0
503,1,7,23,4,0,1,437.8,1.0,1,0,0,0
304,0,6,20,0,0,1,485.4906,1.0,1,1,0,0
531,0,8,2,5,1,1,304.0,0.0,1,1,0,0
1260,0,7,18,1,0,1,417.5,0.0,1,1,0,0
463,0,13,13,2,0,0,698.3333333333334,1.0,1,0,1,0
424,1,6,58,6,1,1,639.5,1.0,1,0,1,0
349,1,6,54,3,0,1,596.4,1.0,1,0,0,1
242,1,6,31,3,0,1,605.4,1.0,1,0,0,1
163,0,7,5,0,0,1,485.4906,1.0,1,0,0,0
122,0,12,11,6,1,0,163.0,0.0,1,0,1,0
464,0,7,30,4,0,1,142.5,0.0,1,0,0,0
407,0,7,8,1,0,1,485.4906,0.0,1,0,0,0
455,0,12,32,5,1,0,407.0,0.0,1,0,0,0
415,0,7,19,3,0,1,431.0,0.0,1,0,0,0
485,0,12,45,3,0,0,425.6666666666667,0.0,1,0,0,1
116,0,12,48,0,0,0,440.5,0.0,1,1,0,0
340,0,6,50,6,1,1,375.6,0.0,1,0,1,0
379,0,6,14,6,1,1,485.4906,0.0,1,0,1,0
328,0,12,37,0,0,0,379.0,0.0,1,0,0,0
264,0,7,30,4,0,1,353.5,0.0,1,0,0,1
1212,0,11,49,4,0,1,323.6666666666667,0.0,1,0,0,0
171,0,8,10,2,0,1,545.75,1.0,1,1,0,0
1201,0,7,12,1,0,1,470.8,1.0,1,0,0,0
175,0,5,43,4,0,1,635.2,2.0,1,1,0,0
496,0,7,9,4,0,1,485.4906,2.0,1,0,0,0
246,0,7,38,2,0,1,496.0,0.0,1,0,1,0
317,0,7,0,2,0,1,371.0,0.0,1,1,0,0
456,0,5,50,5,1,1,353.0,0.0,1,1,0,0
176,1,11,30,5,1,1,378.75,0.0,1,0,1,0
1162,0,6,45,1,0,1,485.4906,0.0,1,0,0,1
161,0,7,9,4,0,1,1162.0,1.0,1,1,0,0
268,0,6,15,5,1,1,661.5,1.0,1,0,1,0
182,0,13,8,2,0,0,530.3333333333334,1.0,1,1,0,0
176,0,6,27,4,0,1,443.25,1.0,1,0,0,0
479,1,6,58,5,1,1,389.8,1.0,1,0,0,0
329,0,6,37,3,0,1,485.4906,1.0,1,0,0,0
154,0,6,42,4,0,1,329.0,0.0,1,1,0,0
207,0,7,18,5,1,1,241.5,0.0,1,1,0,0
84,0,6,53,1,0,1,230.0,0.0,1,0,0,0
108,0,13,8,6,1,0,193.5,0.0,1,0,1,0
185,0,6,49,3,0,1,176.4,0.0,1,0,0,0
1651,0,7,14,0,0,1,147.6,0.0,1,1,0,0
247,0,12,50,2,0,0,447.0,0.0,1,0,0,0
167,0,7,29,3,0,1,455.0,0.0,1,1,0,0
347,0,12,23,3,0,0,471.6,0.0,1,0,0,0
140,0,12,42,6,1,0,519.4,0.0,1,0,0,0
263,0,7,0,6,1,1,510.4,0.0,1,1,0,0
518,0,6,27,3,0,1,232.8,0.0,1,0,1,0
195,0,7,35,0,0,1,485.4906,0.0,1,1,0,0
389,0,7,0,0,0,1,195.0,0.0,1,0,0,0
519,0,7,4,5,1,1,292.0,0.0,1,0,0,0
263,0,13,12,5,1,0,367.6666666666667,0.0,1,1,0,0
432,0,11,43,5,1,1,485.4906,0.0,1,0,1,0
421,0,7,14,3,0,1,432.0,0.0,1,0,0,0
340,0,6,45,1,0,1,426.5,0.0,1,1,0,0
194,0,7,0,3,0,1,397.6666666666667,0.0,1,0,1,0
155,0,6,11,5,1,1,346.75,0.0,1,0,1,0
257,0,12,56,0,0,0,308.4,0.0,0,0,0,1
251,0,8,12,1,0,1,485.4906,0.0,1,0,1,0
307,0,13,2,3,0,0,251.0,0.0,1,1,0,0
772,0,6,18,3,0,1,279.0,0.0,1,0,0,1
95,0,7,5,6,1,1,443.3333333333333,1.0,1,0,0,1
414,0,6,37,1,0,1,356.25,1.0,1,0,0,0
465,0,6,32,2,0,1,367.8,1.0,1,0,0,0
810,0,7,40,2,0,1,485.4906,1.0,1,0,0,1
861,0,7,31,3,0,1,810.0,1.0,1,1,0,0
152,0,6,50,3,0,1,835.5,2.0,1,1,0,0
2155,0,6,47,4,0,1,607.6666666666666,2.0,1,0,0,0
206,0,7,2,3,0,1,994.5,2.0,1,0,1,0
313,0,6,29,2,0,1,836.8,2.0,1,0,0,0
390,1,6,50,6,1,1,737.4,2.0,1,0,0,0
193,1,13,9,3,0,0,643.2,2.0,1,1,0,0
329,1,7,5,5,1,1,651.4,2.0,1,0,0,0
70,0,6,27,0,0,1,485.4906,2.0,1,1,0,0
175,0,11,52,0,0,1,70.0,0.0,1,1,0,0
1003,0,13,20,1,0,0,122.5,0.0,1,0,0,0
136,0,13,46,3,0,0,416.0,1.0,1,0,0,0
1007,0,6,31,2,0,1,346.0,1.0,1,0,0,0
148,0,7,6,3,0,1,478.2,2.0,1,0,0,0
959,0,13,20,1,0,0,493.8,2.0,1,1,0,0
286,0,6,17,4,0,1,650.6,3.0,1,1,0,0
402,0,13,4,4,0,0,485.4906,3.0,1,0,0,1
74,0,7,27,5,1,1,402.0,0.0,1,0,0,0
254,0,7,33,0,0,1,238.0,0.0,1,0,0,0
138,0,7,12,0,0,1,243.33333333333334,0.0,1,1,0,0
485,1,6,34,3,0,1,217.0,0.0,1,1,0,0
2902,0,13,24,2,0,0,485.4906,0.0,1,0,1,0
93,0,7,56,1,0,1,2902.0,0.0,1,0,0,0
153,0,6,48,3,0,1,1497.5,0.0,1,0,1,0
71,0,13,27,2,0,0,1049.3333333333333,0.0,1,0,1,0
135,0,6,10,2,0,1,804.75,0.0,1,0,0,0
453,0,12,15,5,1,0,670.8,0.0,1,1,0,0
533,0,12,31,3,0,0,485.4906,0.0,1,1,0,0
94,0,7,13,4,0,1,533.0,0.0,1,0,0,0
447,0,5,53,4,0,1,313.5,0.0,1,1,0,0
396,0,12,55,1,0,0,358.0,0.0,1,1,0,0
354,0,7,8,4,0,1,367.5,0.0,1,0,0,0
68,1,6,50,0,0,1,364.8,0.0,1,0,0,0
165,0,6,55,1,0,1,485.4906,0.0,1,0,0,0
203,0,13,4,5,1,0,165.0,0.0,1,1,0,0
274,0,7,16,0,0,1,184.0,0.0,1,0,1,0
199,0,12,13,0,0,0,214.0,0.0,1,1,0,0
168,0,6,31,2,0,1,210.25,0.0,1,0,0,1
415,0,7,31,3,0,1,201.8,0.0,1,0,1,0
1236,0,7,20,1,0,1,251.8,0.0,1,0,0,0
329,0,12,40,5,1,0,458.4,1.0,1,0,0,0
1374,0,12,56,0,0,0,469.4,1.0,1,0,0,1
727,0,12,31,0,0,0,485.4906,2.0,1,1,0,0
117,0,7,9,4,0,1,727.0,1.0,1,0,0,1
303,0,13,9,3,0,0,422.0,1.0,1,0,1,0
442,1,6,21,0,0,1,382.3333333333333,1.0,1,0,1,0
513,0,12,11,1,0,0,485.4906,1.0,1,0,0,1
267,0,11,40,3,0,1,513.0,0.0,1,0,0,0
483,0,7,47,1,0,1,390.0,0.0,1,0,0,0
437,0,6,57,6,1,1,421.0,0.0,1,0,1,0
2596,0,7,59,4,0,1,425.0,0.0,1,1,0,0
