is_exam_week,parking_behavior,entry_hour,entry_minute,day_of_week_num,is_weekend,is_morning,rolling_avg_duration,historical_overnight_count,vehicle_type_Motorbike,usual_zone_Zone_B,usual_zone_Zone_C,usual_zone_Zone_D
0,Full_Day,6,22,5,1,1,251.0,0.0,1,0,0,1
0,Full_Day,11,34,6,1,1,261.0,0.0,1,0,0,1
0,Full_Day,6,47,6,1,1,272.3333333333333,0.0,1,1,0,0
0,Early_Return,7,57,0,0,1,305.75,0.0,1,1,0,0
0,Full_Day,7,35,0,0,1,264.0,0.0,1,1,0,0
0,Overnight,12,51,3,0,0,273.4,0.0,1,1,0,0
1,Full_Day,6,33,3,0,1,412.8,1.0,1,0,0,0
0,Early_Return,6,58,3,0,1,485.4906,1.0,1,0,0,1
0,Early_Return,6,14,6,1,1,133.0,0.0,1,0,0,0
0,Early_Return,6,30,6,1,1,159.5,0.0,1,1,0,0
0,Early_Return,5,57,4,0,1,143.66666666666666,0.0,1,0,0,1
0,Early_Return,6,39,4,0,1,157.0,0.0,1,1,0,0
0,Early_Return,6,42,2,0,1,165.8,0.0,1,0,0,0
1,Full_Day,12,56,0,0,0,169.0,0.0,1,0,0,0
1,Early_Return,13,1,2,0,0,218.6,0.0,1,0,0,0
0,Full_Day,6,39,0,0,1,485.4906,0.0,1,0,0,0
0,Full_Day,7,12,0,0,1,323.0,0.0,1,0,0,0
0,Early_Return,7,18,1,0,1,356.5,0.0,1,1,0,0
0,Early_Return,12,12,1,0,0,266.3333333333333,0.0,1,0,0,0
0,Full_Day,5,58,3,0,1,226.5,0.0,1,0,1,0
0,Full_Day,7,0,1,0,1,267.4,0.0,1,0,0,0
0,Early_Return,6,16,5,1,1,294.6,0.0,1,0,1,0
1,Early_Return,7,53,0,0,1,229.2,0.0,1,0,0,0
1,Full_Day,6,53,5,1,1,229.4,0.0,1,0,0,0
0,Full_Day,7,4,4,0,1,485.4906,0.0,1,0,0,0
0,Overnight,13,7,5,1,0,303.0,0.0,1,0,0,1
0,Early_Return,12,4,2,0,0,726.0,1.0,1,1,0,0
0,Early_Return,6,17,2,0,1,533.0,1.0,1,0,0,0
0,Full_Day,13,9,2,0,0,431.5,1.0,1,0,1,0
0,Full_Day,13,26,3,0,0,450.6,1.0,1,1,0,0
0,Full_Day,8,26,0,0,1,482.0,1.0,1,0,0,0
1,Full_Day,7,2,6,1,1,334.8,1.0,1,0,1,0
1,Early_Return,6,57,0,0,1,385.6,1.0,1,0,0,1
1,Early_Return,7,3,3,0,1,398.4,1.0,1,1,0,0
1,Overnight,12,54,1,0,0,328.8,1.0,1,0,0,0
0,Full_Day,6,54,2,0,1,485.4906,2.0,1,1,0,0
0,Early_Return,6,45,6,1,1,432.0,0.0,1,0,1,0
0,Full_Day,12,59,0,0,0,287.0,0.0,1,0,0,0
1,Early_Return,6,59,2,0,1,282.3333333333333,0.0,1,0,0,0
0,Early_Return,5,38,1,0,1,485.4906,0.0,1,0,0,0
0,Early_Return,12,2,5,1,0,163.0,0.0,1,0,0,0
0,Early_Return,6,32,4,0,1,143.5,0.0,1,1,0,0
0,Overnight,12,1,6,1,0,147.0,0.0,1,0,0,0
0,Early_Return,6,35,1,0,1,343.25,1.0,1,1,0,0
0,Early_Return,12,34,2,0,0,312.8,1.0,1,0,1,0
0,Early_Return,8,16,1,0,1,320.2,1.0,1,0,0,1
0,Full_Day,7,42,0,0,1,325.4,1.0,1,0,0,0
1,Long_Term,7,37,5,1,1,401.8,1.0,1,0,1,0
0,Early_Return,6,26,0,0,1,485.4906,1.0,1,1,0,0
0,Early_Return,12,50,6,1,0,156.0,0.0,1,0,0,0
0,Overnight,13,17,5,1,0,157.0,0.0,1,1,0,0
0,Full_Day,12,55,6,1,0,414.0,1.0,1,0,0,0
0,Long_Term,7,1,4,0,1,404.25,1.0,1,0,0,1
0,Early_Return,6,53,4,0,1,1164.0,1.0,1,0,0,0
0,Early_Return,7,26,0,0,1,1163.2,1.0,1,1,0,0
1,Early_Return,7,9,2,0,1,1146.2,1.0,1,0,0,0
0,Early_Return,7,3,1,0,1,485.4906,1.0,1,0,1,0
0,Long_Term,6,39,4,0,1,103.0,0.0,1,1,0,0
0,Long_Term,6,7,1,0,1,1946.5,0.0,1,0,0,0
0,Early_Return,7,8,1,0,1,2521.3333333333335,0.0,1,0,0,0
0,Full_Day,7,8,0,0,1,1937.75,0.0,1,0,0,1
0,Full_Day,7,22,2,0,1,1606.6,0.0,1,1,0,0
0,Full_Day,12,46,1,0,0,1688.8,0.0,0,0,0,0
0,Full_Day,12,57,0,0,0,1009.6,0.0,1,0,0,0
0,Full_Day,12,39,5,1,0,325.2,0.0,1,0,1,0
0,Full_Day,6,35,6,1,1,348.6,0.0,1,0,0,0
0,Full_Day,7,9,6,1,1,380.2,0.0,1,0,0,0
0,Full_Day,6,8,4,0,1,343.2,0.0,1,0,0,0
0,Early_Return,12,52,6,1,0,329.4,0.0,1,1,0,0
0,Full_Day,7,7,0,0,1,299.6,0.0,1,0,1,0
1,Full_Day,7,9,2,0,1,329.6,0.0,1,1,0,0
0,Full_Day,7,16,2,0,1,485.4906,0.0,1,1,0,0
0,Early_Return,7,34,2,0,1,471.0,0.0,1,0,0,0
0,Full_Day,6,52,3,0,1,329.5,0.0,1,0,1,0
1,Full_Day,7,9,0,0,1,394.3333333333333,0.0,1,1,0,0
0,Full_Day,7,23,2,0,1,485.4906,0.0,1,1,0,0
0,Early_Return,6,43,3,0,1,373.0,0.0,1,0,1,0
0,Early_Return,13,4,5,1,0,282.5,0.0,1,0,0,1
0,Early_Return,7,14,4,0,1,240.33333333333334,0.0,1,0,0,0
0,Full_Day,7,42,6,1,1,225.25,0.0,1,0,0,1
0,Long_Term,7,44,5,1,1,235.2,0.0,1,1,0,0
0,Full_Day,6,39,4,0,1,485.4906,0.0,1,0,0,0
0,Long_Term,6,33,4,0,1,362.0,0.0,1,0,1,0
0,Full_Day,7,45,1,0,1,2329.5,0.0,1,0,0,0
0,Early_Return,7,26,2,0,1,1696.6666666666667,0.0,1,1,0,0
0,Full_Day,7,5,0,0,1,1294.75,0.0,1,0,1,0
0,Overnight,6,53,6,1,1,1134.6,0.0,1,0,0,0
0,Full_Day,12,32,4,0,0,1341.0,1.0,1,0,0,0
0,Early_Return,13,1,0,0,0,549.4,1.0,1,0,0,1
0,Overnight,6,45,4,0,1,485.4906,1.0,1,0,0,0
0,Early_Return,12,30,0,0,0,1188.0,1.0,1,0,0,0
0,Long_Term,7,23,3,0,1,690.0,1.0,1,1,0,0
0,Full_Day,12,37,0,0,0,1019.3333333333334,1.0,1,0,1,0
0,Full_Day,6,13,6,1,1,837.25,1.0,1,0,1,0
0,Full_Day,13,10,5,1,0,756.8,1.0,1,1,0,0
1,Early_Return,6,26,4,0,1,583.0,1.0,1,1,0,0
0,Early_Return,13,18,3,0,0,485.4906,1.0,1,0,0,0
0,Long_Term,12,13,6,1,0,78.0,0.0,1,0,0,0
0,Full_Day,12,48,2,0,0,1244.5,0.0,1,1,0,0
0,Early_Return,6,30,4,0,1,939.0,0.0,1,0,0,1
1,Early_Return,6,37,2,0,1,743.75,0.0,1,0,0,0
0,Early_Return,12,51,5,1,0,485.4906,0.0,1,0,0,1
0,Early_Return,13,48,1,0,0,87.0,0.0,1,1,0,0
0,Full_Day,7,24,3,0,1,120.5,0.0,1,1,0,0
0,Overnight,6,24,2,0,1,161.33333333333334,0.0,1,0,0,0
0,Early_Return,12,25,4,0,0,430.75,1.0,1,1,0,0
0,Full_Day,7,15,2,0,1,380.2,1.0,1,1,0,0
0,Full_Day,12,29,1,0,0,448.8,1.0,1,0,0,0
0,Early_Return,12,50,4,0,0,485.4906,1.0,1,1,0,0
0,Early_Return,7,0,2,0,1,177.0,0.0,1,0,0,1
0,Full_Day,7,14,2,0,1,177.5,0.0,1,0,1,0
0,Full_Day,6,55,4,0,1,229.0,0.0,1,0,0,1
0,Early_Return,12,59,6,1,0,279.5,0.0,1,1,0,0
0,Full_Day,12,36,2,0,0,485.4906,0.0,1,0,0,0
0,Early_Return,12,11,3,0,0,378.0,0.0,1,1,0,0
0,Full_Day,7,38,2,0,1,261.0,0.0,1,0,0,0
0,Overnight,12,13,1,0,0,264.6666666666667,0.0,1,0,0,0
0,Long_Term,12,57,5,1,0,485.4906,1.0,1,1,0,0
0,Early_Return,7,29,1,0,1,1945.0,0.0,1,0,0,0
0,Full_Day,7,10,5,1,1,1050.0,0.0,1,1,0,0
0,Full_Day,13,3,3,0,0,822.6666666666666,0.0,1,1,0,0
1,Early_Return,6,45,2,0,1,726.0,0.0,1,1,0,0
1,Early_Return,6,39,5,1,1,609.8,0.0,1,0,0,0
0,Early_Return,7,56,2,0,1,485.4906,0.0,1,0,1,0
0,Full_Day,7,53,0,0,1,175.0,0.0,1,0,1,0
0,Overnight,8,5,2,0,1,245.5,0.0,1,1,0,0
0,Overnight,7,8,6,1,1,465.0,1.0,1,1,0,0
0,Early_Return,12,8,3,0,0,708.25,2.0,1,0,1,0
1,Long_Term,6,37,5,1,1,602.6,2.0,1,0,0,0
1,Full_Day,6,34,4,0,1,1118.4,2.0,1,0,0,0
0,Full_Day,7,3,5,1,1,485.4906,2.0,1,1,0,0
0,Full_Day,8,31,3,0,1,362.0,0.0,1,0,1,0
0,Full_Day,13,28,4,0,0,365.0,0.0,1,0,0,0
0,Full_Day,13,15,6,1,0,336.3333333333333,0.0,1,1,0,0
0,Long_Term,7,45,3,0,1,338.5,0.0,0,1,0,0
0,Full_Day,11,48,5,1,1,1107.8,0.0,1,1,0,0
1,Overnight,7,20,6,1,1,1126.8,0.0,1,1,0,0
1,Early_Return,6,54,0,0,1,1298.8,1.0,1,0,0,0
0,Full_Day,7,5,4,0,1,485.4906,1.0,1,1,0,0
0,Long_Term,12,28,4,0,0,512.0,0.0,1,0,0,1
0,Full_Day,13,19,0,0,0,1429.5,0.0,1,0,0,0
0,Full_Day,12,32,6,1,0,1054.6666666666667,0.0,1,1,0,0
0,Early_Return,6,28,1,0,1,887.25,0.0,0,0,1,0
0,Early_Return,7,18,1,0,1,747.8,0.0,1,1,0,0
0,Full_Day,13,5,2,0,0,670.6,0.0,1,0,0,1
0,Full_Day,12,34,4,0,0,252.0,0.0,1,1,0,0
0,Full_Day,7,6,6,1,1,249.2,0.0,1,1,0,0
0,Full_Day,6,52,5,1,1,222.8,0.0,1,0,1,0
0,Full_Day,11,47,1,0,1,290.4,0.0,1,1,0,0
0,Full_Day,7,45,6,1,1,364.8,0.0,1,0,0,0
0,Full_Day,7,12,6,1,1,379.0,0.0,1,0,0,0
0,Full_Day,7,42,6,1,1,399.0,0.0,1,1,0,0
0,Full_Day,7,15,6,1,1,439.4,0.0,1,0,1,0
1,Early_Return,13,1,5,1,0,387.4,0.0,1,0,0,0
1,Early_Return,7,18,6,1,1,317.2,0.0,1,0,0,0
1,Early_Return,7,49,5,1,1,287.4,0.0,1,1,0,0
0,Full_Day,12,35,6,1,0,485.4906,0.0,1,1,0,0
0,Early_Return,13,2,1,0,0,244.0,0.0,1,0,0,1
0,Long_Term,13,8,5,1,0,218.5,0.0,1,1,0,0
0,Overnight,7,1,1,0,1,752.6666666666666,0.0,1,0,0,0
0,Full_Day,6,33,4,0,1,771.75,1.0,1,0,0,0
1,Early_Return,7,2,3,0,1,668.6,1.0,1,1,0,0
0,Early_Return,5,59,4,0,1,485.4906,1.0,1,1,0,0
0,Full_Day,12,47,3,0,0,116.0,0.0,1,0,0,1
0,Long_Term,12,47,4,0,0,178.5,0.0,1,0,0,0
0,Early_Return,12,1,5,1,0,1482.0,0.0,1,1,0,0
0,Full_Day,12,40,5,1,0,1158.25,0.0,1,0,0,0
1,Early_Return,6,6,2,0,1,1007.6,0.0,1,0,0,1
1,Full_Day,7,38,4,0,1,1025.4,0.0,1,0,1,0
0,Overnight,7,0,5,1,1,485.4906,0.0,1,0,0,1
0,Early_Return,13,2,1,0,0,925.0,1.0,1,0,1,0
0,Early_Return,7,21,4,0,1,527.0,1.0,1,0,0,0
0,Full_Day,12,25,0,0,0,386.3333333333333,1.0,1,0,0,1
0,Early_Return,5,57,4,0,1,402.0,1.0,1,0,0,1
0,Early_Return,6,24,4,0,1,485.4906,1.0,1,0,1,0
0,Early_Return,12,58,5,1,0,115.0,0.0,1,1,0,0
0,Early_Return,6,41,0,0,1,146.5,0.0,1,0,0,0
0,Full_Day,12,42,2,0,0,158.33333333333334,0.0,1,0,0,0
0,Early_Return,7,28,1,0,1,250.0,0.0,1,1,0,0
0,Early_Return,13,1,1,0,0,212.8,0.0,1,0,1,0
0,Full_Day,12,59,0,0,0,228.8,0.0,1,0,1,0
0,Long_Term,12,42,3,0,0,274.4,0.0,1,1,0,0
0,Full_Day,7,2,1,0,1,799.6,0.0,1,1,0,0
0,Early_Return,12,7,4,0,0,794.2,0.0,1,1,0,0
0,Full_Day,12,42,2,0,0,485.4906,0.0,1,1,0,0
0,Full_Day,7,36,5,1,1,334.0,0.0,1,0,0,0
0,Early_Return,7,41,5,1,1,396.5,0.0,1,0,0,0
0,Overnight,13,5,3,0,0,304.3333333333333,0.0,1,0,0,0
0,Overnight,13,16,3,0,0,512.75,1.0,1,0,1,0
0,Full_Day,7,25,2,0,1,587.6,2.0,1,0,0,1
0,Full_Day,13,34,5,1,0,570.4,2.0,1,0,0,0
0,Early_Return,7,4,4,0,1,558.6,2.0,1,1,0,0
0,Long_Term,6,18,5,1,1,554.2,2.0,1,1,0,0
1,Full_Day,7,4,1,0,1,728.6,2.0,1,0,0,0
1,Early_Return,6,59,4,0,1,639.8,2.0,1,0,0,1
0,Full_Day,7,2,1,0,1,485.4906,2.0,1,0,1,0
0,Early_Return,11,48,0,0,1,529.0,0.0,1,0,0,0
0,Overnight,6,29,1,0,1,365.5,0.0,1,0,0,0
0,Full_Day,6,36,3,0,1,636.3333333333334,1.0,1,0,1,0
0,Full_Day,12,8,5,1,0,586.0,1.0,1,0,0,0
0,Long_Term,6,37,3,0,1,546.6,1.0,1,0,0,0
0,Early_Return,6,49,0,0,1,1187.6,1.0,1,1,0,0
0,Full_Day,6,33,2,0,1,1159.2,1.0,1,0,0,0
0,Overnight,13,20,1,0,0,1005.6,1.0,1,1,0,0
0,Early_Return,12,9,6,1,0,1067.6,2.0,1,0,0,0
1,Full_Day,12,12,1,0,0,1012.0,2.0,1,0,0,0
0,Early_Return,7,9,3,0,1,485.4906,2.0,1,0,0,0
0,Full_Day,6,23,6,1,1,92.0,0.0,1,1,0,0
0,Full_Day,12,51,5,1,0,236.5,0.0,1,0,0,1
0,Early_Return,7,15,3,0,1,248.33333333333334,0.0,1,0,0,0
0,Early_Return,7,24,2,0,1,206.75,0.0,1,0,0,0
1,Early_Return,7,3,1,0,1,177.6,0.0,1,0,1,0
1,Full_Day,7,36,1,0,1,178.6,0.0,1,0,1,0
1,Early_Return,12,48,4,0,0,195.2,0.0,1,0,0,1
0,Early_Return,13,8,0,0,0,485.4906,0.0,1,0,0,0
0,Full_Day,6,23,6,1,1,176.0,0.0,0,0,0,0
0,Full_Day,12,51,6,1,0,224.0,0.0,1,1,0,0
0,Early_Return,6,14,3,0,1,485.4906,0.0,1,1,0,0
0,Early_Return,7,13,2,0,1,64.0,0.0,0,0,0,0
0,Full_Day,7,10,2,0,1,107.5,0.0,1,1,0,0
0,Long_Term,6,53,5,1,1,176.66666666666666,0.0,1,1,0,0
0,Overnight,12,32,0,0,0,792.5,0.0,1,1,0,0
0,Early_Return,12,35,0,0,0,858.2,1.0,1,1,0,0
0,Early_Return,6,25,3,0,1,882.0,1.0,1,0,0,0
0,Full_Day,6,44,4,0,1,881.4,1.0,1,0,0,0
0,Early_Return,6,21,3,0,1,873.0,1.0,1,1,0,0
0,Long_Term,6,45,2,0,1,364.2,1.0,1,0,1,0
0,Early_Return,8,50,2,0,1,811.0,1.0,1,0,0,0
0,Overnight,12,40,6,1,0,807.4,1.0,1,0,1,0
1,Full_Day,7,12,6,1,1,924.8,2.0,1,0,0,0
1,Full_Day,12,59,2,0,0,950.4,2.0,1,0,0,0
0,Early_Return,12,4,4,0,0,485.4906,2.0,1,1,0,0
0,Full_Day,13,7,3,0,0,154.0,0.0,1,0,0,0
0,Early_Return,6,44,6,1,1,207.5,0.0,1,0,0,0
0,Early_Return,6,59,6,1,1,189.0,0.0,1,0,0,0
0,Full_Day,7,8,6,1,1,182.25,0.0,1,0,1,0
0,Full_Day,13,6,0,0,0,216.4,0.0,1,1,0,0
0,Full_Day,7,26,6,1,1,240.0,0.0,1,0,1,0
0,Full_Day,13,31,3,0,0,293.4,0.0,1,0,0,0
0,Early_Return,6,50,1,0,1,319.2,0.0,1,0,0,0
1,Full_Day,7,3,2,0,1,325.8,0.0,1,0,0,0
1,Early_Return,6,28,5,1,1,362.2,0.0,1,0,0,0
0,Early_Return,6,57,6,1,1,485.4906,0.0,1,1,0,0
0,Overnight,6,51,1,0,1,176.0,0.0,1,0,1,0
0,Early_Return,7,7,5,1,1,461.0,1.0,1,0,0,0
0,Full_Day,7,50,4,0,1,360.6666666666667,1.0,1,1,0,0
1,Early_Return,12,20,5,1,0,391.25,1.0,1,0,0,0
0,Early_Return,8,13,5,1,1,485.4906,1.0,1,0,0,1
0,Full_Day,7,11,4,0,1,178.0,0.0,1,0,1,0
0,Full_Day,7,21,3,0,1,318.0,0.0,1,0,0,0
0,Early_Return,12,3,3,0,0,316.3333333333333,0.0,1,0,1,0
0,Full_Day,12,57,1,0,0,261.5,0.0,1,0,0,0
0,Full_Day,13,12,5,1,0,276.6,0.0,1,0,0,0
1,Early_Return,11,54,5,1,1,320.2,0.0,1,0,0,0
0,Long_Term,13,9,2,0,0,485.4906,0.0,1,0,0,0
0,Full_Day,6,51,2,0,1,2045.0,0.0,1,0,0,0
0,Early_Return,7,43,6,1,1,1276.0,0.0,1,0,0,0
0,Early_Return,11,26,5,1,1,911.0,0.0,1,0,1,0
1,Early_Return,7,17,6,1,1,702.75,0.0,1,0,0,0
1,Full_Day,7,5,0,0,1,590.0,0.0,1,1,0,0
0,Full_Day,6,24,6,1,1,485.4906,0.0,1,0,1,0
0,Early_Return,7,1,4,0,1,375.0,0.0,1,0,1,0
0,Full_Day,7,22,3,0,1,261.0,0.0,1,0,0,0
0,Early_Return,7,6,4,0,1,333.0,0.0,1,1,0,0
0,Early_Return,12,58,5,1,0,286.75,0.0,1,0,1,0
0,Early_Return,6,55,0,0,1,244.6,0.0,0,0,0,0
1,Full_Day,12,33,4,0,0,198.6,0.0,1,0,0,0
0,Early_Return,13,0,0,0,0,485.4906,0.0,1,0,1,0
0,Early_Return,13,30,2,0,0,65.0,0.0,1,1,0,0
0,Early_Return,7,21,4,0,1,102.0,0.0,1,0,0,1
0,Early_Return,7,13,3,0,1,119.66666666666667,0.0,1,0,0,0
0,Full_Day,7,23,3,0,1,117.0,0.0,1,0,0,0
0,Early_Return,7,21,1,0,1,188.6,0.0,1,0,1,0
1,Early_Return,6,43,5,1,1,188.8,0.0,1,1,0,0
1,Early_Return,6,41,2,0,1,185.8,0.0,1,1,0,0
0,Full_Day,12,37,5,1,0,485.4906,0.0,1,0,0,0
0,Full_Day,6,26,2,0,1,503.0,0.0,1,0,1,0
0,Full_Day,6,26,5,1,1,468.5,0.0,1,0,0,0
0,Full_Day,13,30,6,1,0,465.3333333333333,0.0,1,0,0,0
0,Full_Day,12,4,3,0,0,479.5,0.0,1,0,0,0
0,Long_Term,12,48,1,0,0,461.2,0.0,1,0,0,1
0,Full_Day,6,41,4,0,1,1171.8,0.0,1,0,0,1
1,Early_Return,13,22,6,1,0,1184.2,0.0,1,0,1,0
1,Full_Day,12,27,1,0,0,1115.8,0.0,1,0,0,0
0,Long_Term,6,18,2,0,1,485.4906,0.0,1,0,0,0
0,Full_Day,12,27,5,1,0,2782.0,0.0,1,0,1,0
0,Full_Day,13,0,5,1,0,1515.5,0.0,1,0,0,0
0,Full_Day,7,56,1,0,1,1144.3333333333333,0.0,1,0,1,0
0,Overnight,6,32,4,0,1,980.25,0.0,1,0,0,0
0,Full_Day,12,45,3,0,0,1066.4,1.0,1,0,0,0
0,Early_Return,12,55,0,0,0,485.4906,1.0,1,0,0,0
0,Overnight,12,52,6,1,0,189.0,0.0,1,1,0,0
0,Early_Return,7,43,4,0,1,624.0,1.0,1,1,0,0
0,Early_Return,7,5,6,1,1,457.3333333333333,1.0,0,0,0,0
0,Full_Day,12,22,3,0,0,366.5,1.0,1,0,0,0
0,Early_Return,12,15,0,0,0,392.8,1.0,1,0,0,0
0,Full_Day,6,41,0,0,1,369.4,1.0,1,0,0,0
0,Early_Return,12,42,5,1,0,230.0,1.0,1,0,0,0
1,Early_Return,7,10,3,0,1,239.4,1.0,1,0,1,0
1,Full_Day,12,55,3,0,0,261.2,1.0,1,1,0,0
1,Early_Return,12,17,2,0,0,266.0,1.0,1,0,1,0
1,Early_Return,13,47,3,0,0,268.6,1.0,1,0,0,1
0,Full_Day,7,12,0,0,1,485.4906,1.0,1,1,0,0
0,Full_Day,6,48,5,1,1,245.0,0.0,1,0,0,0
0,Full_Day,7,11,0,0,1,256.5,0.0,1,0,0,1
0,Early_Return,6,23,1,0,1,310.6666666666667,0.0,1,0,0,0
0,Full_Day,7,25,3,0,1,268.5,0.0,1,0,1,0
0,Early_Return,6,35,5,1,1,315.6,0.0,1,1,0,0
1,Full_Day,7,7,1,0,1,303.4,0.0,1,1,0,0
0,Full_Day,6,54,2,0,1,485.4906,0.0,1,1,0,0
0,Long_Term,7,9,2,0,1,490.0,0.0,1,1,0,0
0,Full_Day,12,40,3,0,0,1913.0,0.0,1,0,1,0
0,Full_Day,6,49,0,0,1,1441.0,0.0,1,0,0,0
0,Full_Day,7,34,5,1,1,1207.75,0.0,1,0,0,0
0,Full_Day,12,58,4,0,0,1051.8,0.0,1,1,0,0
0,Full_Day,6,55,1,0,1,485.4906,0.0,1,0,1,0
0,Full_Day,7,14,2,0,1,447.0,0.0,1,0,1,0
0,Full_Day,7,52,0,0,1,453.5,0.0,1,0,0,0
0,Full_Day,6,29,4,0,1,382.6666666666667,0.0,1,1,0,0
0,Early_Return,12,16,2,0,0,358.25,0.0,1,1,0,0
0,Full_Day,6,46,1,0,1,302.0,0.0,0,0,0,0
0,Early_Return,6,51,4,0,1,318.8,0.0,1,0,0,0
0,Full_Day,7,23,6,1,1,268.4,0.0,1,1,0,0
0,Early_Return,13,9,3,0,0,276.8,0.0,1,1,0,0
0,Full_Day,6,28,6,1,1,245.4,0.0,1,0,0,1
0,Full_Day,12,48,6,1,0,327.4,0.0,1,0,0,0
1,Early_Return,6,41,0,0,1,271.0,0.0,1,1,0,0
1,Early_Return,7,18,3,0,1,267.2,0.0,1,1,0,0
1,Early_Return,6,23,3,0,1,233.4,0.0,1,1,0,0
0,Full_Day,6,59,6,1,1,485.4906,0.0,1,0,1,0
0,Full_Day,12,32,1,0,0,417.0,0.0,1,0,1,0
0,Full_Day,6,37,1,0,1,379.5,0.0,1,1,0,0
0,Full_Day,13,1,2,0,0,485.4906,0.0,1,0,1,0
0,Early_Return,6,55,6,1,1,278.0,0.0,1,1,0,0
0,Full_Day,13,18,2,0,0,234.0,0.0,1,0,0,0
0,Full_Day,7,17,5,1,1,275.6666666666667,0.0,1,1,0,0
0,Full_Day,7,11,4,0,1,279.5,0.0,1,0,1,0
1,Long_Term,6,40,2,0,1,294.4,0.0,1,0,0,0
0,Early_Return,6,57,1,0,1,485.4906,0.0,1,0,1,0
0,Full_Day,7,18,0,0,1,181.0,0.0,1,0,0,1
0,Early_Return,6,50,4,0,1,228.5,0.0,1,0,0,0
0,Early_Return,7,33,2,0,1,194.33333333333334,0.0,1,0,1,0
0,Full_Day,7,7,1,0,1,171.5,0.0,1,1,0,0
1,Full_Day,6,19,4,0,1,226.6,0.0,1,0,0,0
0,Full_Day,6,41,5,1,1,485.4906,0.0,1,0,0,0
0,Full_Day,7,8,1,0,1,348.0,0.0,1,0,0,0
0,Full_Day,13,5,4,0,0,355.0,0.0,1,1,0,0
0,Early_Return,7,2,3,0,1,379.3333333333333,0.0,1,1,0,0
0,Early_Return,7,13,3,0,1,329.5,0.0,1,0,0,0
1,Overnight,7,48,2,0,1,277.2,0.0,0,0,0,0
1,Full_Day,13,8,0,0,0,444.4,1.0,1,1,0,0
0,Early_Return,7,28,0,0,1,485.4906,1.0,1,0,1,0
0,Early_Return,7,20,3,0,1,175.0,0.0,1,0,1,0
0,Full_Day,11,54,1,0,1,145.0,0.0,1,1,0,0
0,Overnight,6,17,3,0,1,182.33333333333334,0.0,1,1,0,0
0,Early_Return,6,36,1,0,1,431.5,1.0,1,1,0,0
0,Full_Day,6,39,6,1,1,386.2,1.0,1,1,0,0
0,Early_Return,12,30,4,0,0,445.6,1.0,1,0,0,0
0,Full_Day,6,7,5,1,1,458.2,1.0,1,0,0,0
0,Full_Day,6,38,1,0,1,485.4906,1.0,1,0,0,0
0,Long_Term,7,43,1,0,1,420.0,0.0,1,0,0,0
0,Early_Return,12,49,2,0,0,1151.0,0.0,1,0,0,0
0,Full_Day,13,21,2,0,0,813.6666666666666,0.0,1,0,0,0
0,Full_Day,6,37,1,0,1,732.25,0.0,1,0,1,0
1,Full_Day,7,24,1,0,1,641.0,0.0,1,0,0,0
0,Early_Return,7,5,4,0,1,485.4906,0.0,1,1,0,0
0,Long_Term,12,39,5,1,0,71.0,0.0,1,1,0,0
0,Early_Return,7,35,2,0,1,1614.5,0.0,1,1,0,0
0,Long_Term,7,5,3,0,1,1107.0,0.0,1,1,0,0
0,Early_Return,12,44,3,0,0,1416.25,0.0,1,1,0,0
0,Early_Return,6,52,1,0,1,1159.0,0.0,1,1,0,0
0,Early_Return,6,40,2,0,1,1179.2,0.0,1,1,0,0
0,Early_Return,7,14,3,0,1,576.0,0.0,1,0,0,1
0,Early_Return,7,22,3,0,1,485.4906,0.0,1,1,0,0
0,Early_Return,12,49,1,0,0,68.0,0.0,1,0,0,0
0,Full_Day,6,29,1,0,1,76.5,0.0,1,1,0,0
0,Early_Return,13,16,3,0,0,196.0,0.0,1,0,0,0
0,Early_Return,13,16,5,1,0,197.75,0.0,1,1,0,0
0,Full_Day,7,9,6,1,1,193.2,0.0,1,0,0,0
0,Full_Day,7,16,5,1,1,246.4,0.0,1,0,0,0
1,Early_Return,13,2,3,0,0,318.0,0.0,1,1,0,0
0,Overnight,13,7,5,1,0,485.4906,0.0,1,0,0,0
0,Full_Day,6,22,0,0,1,839.0,1.0,1,1,0,0
0,Full_Day,6,47,4,0,1,657.5,1.0,1,0,1,0
0,Full_Day,12,39,3,0,0,522.6666666666666,1.0,1,0,0,1
0,Full_Day,12,29,5,1,0,457.25,1.0,1,0,0,0
0,Overnight,13,18,2,0,0,458.0,1.0,1,1,0,0
0,Full_Day,6,4,5,1,1,571.0,2.0,1,1,0,0
0,Full_Day,7,30,4,0,1,526.4,2.0,1,0,1,0
0,Full_Day,7,41,0,0,1,485.4906,2.0,0,0,0,0
0,Full_Day,6,27,1,0,1,443.0,0.0,1,0,0,0
0,Full_Day,7,29,3,0,1,369.0,0.0,1,0,1,0
0,Early_Return,13,2,5,1,0,343.3333333333333,0.0,1,1,0,0
0,Overnight,5,54,4,0,1,290.75,0.0,1,0,1,0
0,Full_Day,7,37,0,0,1,432.4,1.0,1,0,0,0
0,Early_Return,7,15,2,0,1,402.2,1.0,1,0,0,0
0,Full_Day,12,13,4,0,0,372.6,1.0,1,0,0,1
0,Long_Term,7,15,5,1,1,367.6,1.0,1,0,0,0
0,Early_Return,6,31,1,0,1,1142.4,1.0,1,0,1,0
0,Full_Day,7,13,5,1,1,975.6,1.0,1,0,1,0
0,Full_Day,8,12,5,1,1,1020.4,1.0,1,0,0,0
